realname,team
Eric Piatkowski,HOU
Eric Piatkowski,LAC
Eric Piatkowski,PHO
Eric Riley,BOS
Eric Riley,DAL
Eric Riley,HOU
Eric Riley,LAC
Eric Riley,MIN
Eric Snow,CLE
Eric Snow,PHI
Eric Snow,SEA
Eric Snow,TOT
Eric Washington,DEN
Eric White,LAC
Eric White,TOT
Eric White,UTA
Eric Williams,BOS
Eric Williams,CHA
Eric Williams,CLE
Eric Williams,DEN
Eric Williams,NJN
Eric Williams,SAS
Eric Williams,TOR
Eric Williams,TOT
Erick Barkley,POR
Erick Dampier,ATL
Erick Dampier,DAL
Erick Dampier,GSW
Erick Dampier,IND
Erick Dampier,MIA
Erick Green,DEN
Erick Green,TOT
Erick Green,UTA
Erick Strickland,BOS
Erick Strickland,DAL
Erick Strickland,IND
Erick Strickland,MIL
Erick Strickland,NYK
Erick Strickland,TOT
Erick Strickland,VAN
Erik Daniels,SAC
Erik McCree,UTA
Erik Murphy,CHI
Ernest Brown,MIA
Ernie Barrett,BOS
Ernie Beck,PHW
Ernie Beck,STL
Ernie Beck,SYR
Ernie Beck,TOT
Ernie Calverley,PRO
Ernie DiGregorio,BOS
Ernie DiGregorio,BUF
Ernie DiGregorio,LAL
Ernie DiGregorio,TOT
Ernie Grunfeld,KCK
Ernie Grunfeld,MIL
Ernie Grunfeld,NYK
Ernie Vandeweghe,NYK
Errol Palmer,MNM
Ersan Ilyasova,ATL
Ersan Ilyasova,DET
Ersan Ilyasova,MIL
Ersan Ilyasova,OKC
Ersan Ilyasova,ORL
Ersan Ilyasova,PHI
Ersan Ilyasova,TOT
Erv Staggs,MMF
Ervin Inniger,MMF
Ervin Inniger,MNM
Ervin Johnson,DEN
Ervin Johnson,MIL
Ervin Johnson,MIN
Ervin Johnson,SEA
Erwin Mueller,CHI
Erwin Mueller,DET
Erwin Mueller,LAL
Erwin Mueller,MMT
Erwin Mueller,SEA
Erwin Mueller,TOT
Erwin Mueller,VIR
Essie Hollis,DET
Esteban Batista,ATL
Etan Thomas,ATL
Etan Thomas,OKC
Etan Thomas,WAS
Etdrick Bohannon,CLE
Etdrick Bohannon,IND
Etdrick Bohannon,LAC
Etdrick Bohannon,NYK
Etdrick Bohannon,TOT
Etdrick Bohannon,WAS
Eugene Jeter,SAC
Evan Eschmeyer,DAL
Evan Eschmeyer,NJN
Evan Fournier,DEN
Evan Fournier,ORL
Evan Turner,BOS
Evan Turner,IND
Evan Turner,PHI
Evan Turner,POR
Evan Turner,TOT
Everette Stephens,IND
Everette Stephens,MIL
Evers Burns,SAC
Evric Gray,NJN
Fab Melo,BOS
Fabricio Oberto,POR
Fabricio Oberto,SAS
Fabricio Oberto,WAS
Fat Lever,DAL
Fat Lever,DEN
Fat Lever,POR
Fatty Taylor,DEN
Fatty Taylor,DNA
Fatty Taylor,VIR
Fatty Taylor,WSA
Felipe Lopez,MIN
Felipe Lopez,TOT
Felipe Lopez,VAN
Felipe Lopez,WAS
Felton Spencer,GSW
Felton Spencer,MIN
Felton Spencer,NYK
Felton Spencer,ORL
Felton Spencer,SAS
Felton Spencer,TOT
Felton Spencer,UTA
Fennis Dembo,DET
Fernando Martin,POR
Festus Ezeli,GSW
Floyd Theard,DNR
Floyd Volker,DNN
Floyd Volker,INO
Floyd Volker,TOT
Fly Williams,SSL
Flynn Robinson,BAL
Flynn Robinson,CHI
Flynn Robinson,CIN
Flynn Robinson,LAL
Flynn Robinson,MIL
Flynn Robinson,SDA
Flynn Robinson,TOT
Foots Walker,CLE
Foots Walker,NJN
Forest Able,SYR
Forrest McKenzie,SAS
Fran Curran,ROC
Fran O'Hanlon,FLO
Francisco Elson,DEN
Francisco Elson,MIL
Francisco Elson,PHI
Francisco Elson,SAS
Francisco Elson,SEA
Francisco Elson,TOT
Francisco Elson,UTA
Francisco Garcia,HOU
Francisco Garcia,SAC
Francisco Garcia,TOT
Frank Brickowski,BOS
Frank Brickowski,CHH
Frank Brickowski,LAL
Frank Brickowski,MIL
Frank Brickowski,SAS
Frank Brickowski,SEA
Frank Brickowski,TOT
Frank Card,CAR
Frank Card,DNR
Frank Card,MNP
Frank Card,TOT
Frank Card,VIR
Frank Card,WSA
Frank Fucarino,TRH
Frank Gates,AND
Frank Johnson,HOU
Frank Johnson,PHO
Frank Johnson,WSB
Frank Kaminsky,CHO
Frank Kendrick,GSW
Frank Kornet,MIL
Frank Kudelka,BLB
Frank Kudelka,CHS
Frank Kudelka,PHW
Frank Kudelka,TOT
Frank Mangiapane,NYK
Frank Mason III,SAC
Frank Ntilikina,NYK
Frank Oleynick,SEA
Frank Radovich,PHW
Frank Ramsey,BOS
Frank Reddout,ROC
Frank Russell,CHI
Frank Schade,KCO
Frank Selvy,LAL
Frank Selvy,MNL
Frank Selvy,NYK
Frank Selvy,STL
Frank Selvy,SYR
Frank Selvy,TOT
Frank Williams,CHI
Frank Williams,NYK
Frankie Baumholtz,CLR
Frankie Brian,AND
Frankie Brian,FTW
Frankie Brian,TRI
Frankie King,LAL
Frankie King,PHI
Frankie Sanders,BOS
Frankie Sanders,KCK
Frankie Sanders,SAS
Frankie Sanders,TOT
Franklin Edwards,LAC
Franklin Edwards,PHI
Franklin Edwards,SAC
Fred Brown,SEA
Fred Carter,BAL
Fred Carter,MIL
Fred Carter,PHI
Fred Carter,TOT
Fred Christ,NYK
Fred Cofield,CHI
Fred Cofield,NYK
Fred Diute,MLH
Fred Foster,BUF
Fred Foster,CIN
Fred Foster,CLE
Fred Foster,DET
Fred Foster,PHI
Fred Foster,TOT
Fred Hetzel,CIN
Fred Hetzel,LAL
Fred Hetzel,MIL
Fred Hetzel,PHI
Fred Hetzel,SFW
Fred Hetzel,TOT
Fred Hilton,BUF
Fred Hoiberg,CHI
Fred Hoiberg,IND
Fred Hoiberg,MIN
Fred Jacobs,STB
Fred Jones,IND
Fred Jones,LAC
Fred Jones,NYK
Fred Jones,POR
Fred Jones,TOR
Fred Jones,TOT
Fred LaCour,SFW
Fred LaCour,STL
Fred Paine,PRO
Fred Roberts,BOS
Fred Roberts,CLE
Fred Roberts,DAL
Fred Roberts,LAL
Fred Roberts,MIL
Fred Roberts,SAS
Fred Roberts,TOT
Fred Roberts,UTA
Fred Saunders,BOS
Fred Saunders,NOJ
Fred Saunders,PHO
Fred Saunders,TOT
Fred Schaus,FTW
Fred Schaus,NYK
Fred Schaus,TOT
Fred Scolari,BLB
Fred Scolari,BOS
Fred Scolari,FTW
Fred Scolari,TOT
Fred Scolari,WSC
Fred Sheffield,PHW
Fred Taylor,CIN
Fred Taylor,PHO
Fred Taylor,TOT
Fred VanVleet,TOR
Fred Vinson,ATL
Fred Vinson,SEA
Freddie Boyd,NOJ
Freddie Boyd,PHI
Freddie Boyd,TOT
Freddie Crawford,BUF
Freddie Crawford,LAL
Freddie Crawford,MIL
Freddie Crawford,NYK
Freddie Crawford,PHI
Freddie Crawford,TOT
Freddie Lewis,BLB
Freddie Lewis,CIN
Freddie Lewis,INA
Freddie Lewis,IND
Freddie Lewis,INJ
Freddie Lewis,MMS
Freddie Lewis,PHW
Freddie Lewis,SSL
Freddie Lewis,TOT
Freeman Williams,ATL
Freeman Williams,SDC
Freeman Williams,TOT
Freeman Williams,UTA
Freeman Williams,WSB
Frido Frey,NYK
Fritz Nagy,INJ
Furkan Aldemir,PHI
Furkan Korkmaz,PHI
Gabe Pruitt,BOS
Gail Goodrich,LAL
Gail Goodrich,NOJ
Gail Goodrich,PHO
Gal Mekel,DAL
Gal Mekel,NOP
Gale Bishop,PHW
Gani Lawal,PHO
Gar Heard,BUF
Gar Heard,CHI
Gar Heard,PHO
Gar Heard,SDC
Gar Heard,SEA
Gar Heard,TOT
Garfield Smith,BOS
Garfield Smith,SDA
Garland O'Shields,CHS
Garret Siler,PHO
Garrett Temple,CHA
Garrett Temple,HOU
Garrett Temple,MIL
Garrett Temple,SAC
Garrett Temple,SAS
Garrett Temple,TOT
Garrett Temple,WAS
Garry Witts,WSB
Garth Joseph,DEN
Garth Joseph,TOR
Garth Joseph,TOT
Gary Alcorn,DET
Gary Alcorn,LAL
Gary Alexander,CLE
Gary Alexander,MIA
Gary Alexander,TOT
Gary Bergen,NYK
Gary Bradds,BAL
Gary Bradds,CAR
Gary Bradds,OAK
Gary Bradds,TEX
Gary Bradds,TOT
Gary Bradds,WSA
Gary Brokaw,BUF
Gary Brokaw,CLE
Gary Brokaw,MIL
Gary Brokaw,TOT
Gary Forbes,DEN
Gary Forbes,TOR
Gary Freeman,CLE
Gary Freeman,MIL
Gary Freeman,TOT
Gary Garland,DEN
Gary Grant,LAC
Gary Grant,MIA
Gary Grant,NYK
Gary Grant,POR
Gary Gray,CIN
Gary Gregor,ATL
Gary Gregor,MIL
Gary Gregor,NYA
Gary Gregor,PHO
Gary Gregor,POR
Gary Gregor,TOT
Gary Harris,DEN
Gary Hill,BAL
Gary Hill,SFW
Gary Hill,TOT
Gary Keller,MMF
Gary Keller,MNM
Gary Leonard,ATL
Gary Leonard,MIN
Gary Melchionni,PHO
Gary Neal,ATL
Gary Neal,CHA
Gary Neal,CHO
Gary Neal,MIL
Gary Neal,MIN
Gary Neal,SAS
Gary Neal,TOT
Gary Neal,WAS
Gary Payton,BOS
Gary Payton,LAL
Gary Payton,MIA
Gary Payton,MIL
Gary Payton,SEA
Gary Payton,TOT
Gary Payton II,LAL
Gary Payton II,MIL
Gary Payton II,TOT
Gary Phillips,BOS
Gary Phillips,SFW
Gary Plummer,DEN
Gary Plummer,GSW
Gary Suiter,CLE
Gary Trent,DAL
Gary Trent,MIN
Gary Trent,POR
Gary Trent,TOR
Gary Trent,TOT
Gary Turner,HSM
Gary Voce,CLE
Gary Zeller,BAL
Gary Zeller,NYA
Gary Zeller,TOT
Gaylon Nickerson,SAS
Gaylon Nickerson,TOT
Gaylon Nickerson,WSB
Geert Hammink,GSW
Geert Hammink,ORL
Geert Hammink,TOT
Gene Banks,CHI
Gene Banks,SAS
Gene Berce,TRI
Gene Conley,BOS
Gene Conley,NYK
Gene Dyker,MLH
Gene Englund,BOS
Gene Englund,TOT
Gene Englund,TRI
Gene Gillette,WSC
Gene Guarilia,BOS
Gene James,BLB
Gene James,NYK
Gene James,TOT
Gene Littles,CAR
Gene Littles,KEN
Gene Moore,DLC
Gene Moore,KEN
Gene Moore,NYA
Gene Moore,SDA
Gene Moore,SSL
Gene Moore,TEX
Gene Moore,TOT
Gene Ollrich,WAT
Gene Phillips,DLC
Gene Rhodes,INO
Gene Rock,CHS
Gene Short,NYK
Gene Short,SEA
Gene Short,TOT
Gene Shue,BAL
Gene Shue,DET
Gene Shue,FTW
Gene Shue,NYK
Gene Shue,PHW
Gene Shue,TOT
Gene Stump,BOS
Gene Stump,MNL
Gene Stump,TOT
Gene Stump,WAT
Gene Tormohlen,ATL
Gene Tormohlen,STL
Gene Vance,CHS
Gene Vance,MLH
Gene Vance,TRI
Gene Wiley,DLC
Gene Wiley,LAL
Gene Wiley,OAK
Gene Wiley,TOT
Gene Williams,KEN
Geno Carlisle,POR
Geoff Crompton,CLE
Geoff Crompton,DEN
Geoff Crompton,MIL
Geoff Crompton,POR
Geoff Crompton,SAS
Geoff Huston,CLE
Geoff Huston,DAL
Geoff Huston,GSW
Geoff Huston,LAC
Geoff Huston,NYK
Geoff Huston,TOT
Geoff Petrie,POR
George Adams,SDA
George Blaney,NYK
George Bon Salle,CHP
George Brown,MNL
George Bruns,NYA
George Bucci,NYA
George Carter,CAR
George Carter,DET
George Carter,MMS
George Carter,NYA
George Carter,PTC
George Carter,TOT
George Carter,UTS
George Carter,VIR
George Carter,WSA
George Dempsey,PHW
George Dempsey,SYR
George Dempsey,TOT
George Feigenbaum,BLB
George Feigenbaum,MLH
George Gervin,CHI
George Gervin,SAA
George Gervin,SAS
George Gervin,TOT
George Gervin,VIR
George Glamack,INJ
George Hill,CLE
George Hill,IND
George Hill,SAC
George Hill,SAS
George Hill,TOT
George Hill,UTA
George Irvine,DNA
George Irvine,VIR
George Johnson,ATL
George Johnson,BAL
George Johnson,BUF
George Johnson,DEN
George Johnson,DLC
George Johnson,GSW
George Johnson,HOU
George Johnson,IND
George Johnson,MIL
George Johnson,NJN
George Johnson,PHI
George Johnson,SAS
George Johnson,SEA
George Johnson,TOT
George Johnson,WSB
George Kaftan,BLB
George Kaftan,BOS
George Kaftan,NYK
George Karl,SAA
George Karl,SAS
George King,CIN
George King,SYR
George Lee,DET
George Lee,SFW
George Lehmann,ATL
George Lehmann,CAR
George Lehmann,LAS
George Lehmann,MMF
George Lehmann,MMP
George Lehmann,MMT
George Lehmann,NYA
George Lehmann,STL
George Lehmann,TOT
George Lynch,CHH
George Lynch,LAL
George Lynch,NOH
George Lynch,PHI
George Lynch,VAN
George McCloud,DAL
George McCloud,DEN
George McCloud,IND
George McCloud,LAL
George McCloud,PHO
George McCloud,TOT
George McGinnis,DEN
George McGinnis,INA
George McGinnis,IND
George McGinnis,PHI
George McGinnis,TOT
George McLeod,BLB
George Mearns,PRO
George Mikan,MNL
George Munroe,BOS
George Munroe,STB
George Nostrand,BOS
George Nostrand,CHS
George Nostrand,CLR
George Nostrand,PRO
George Nostrand,TOT
George Nostrand,TRH
George Nostrand,TRI
George Pastushok,PRO
George Patterson,DET
George Pearcy,DTF
George Peeples,CAR
George Peeples,DLC
George Peeples,INA
George Ratkovicz,BLB
George Ratkovicz,MLH
George Ratkovicz,SYR
George Ratkovicz,TOT
George Reynolds,DET
George Senesky,PHW
George Stone,CAR
George Stone,LAS
George Stone,TOT
George Stone,UTS
George Sutor,CAR
George Sutor,KEN
George Sutor,MMF
George Sutor,MNP
George Sutor,TOT
George Thompson,MIL
George Thompson,MMT
George Thompson,PTC
George Thompson,PTP
George Tinsley,FLO
George Tinsley,KEN
George Tinsley,TOT
George Tinsley,WSA
George Trapp,ATL
George Trapp,DET
George Wilson,BUF
George Wilson,CHI
George Wilson,CIN
George Wilson,PHI
George Wilson,PHO
George Wilson,SEA
George Wilson,TOT
George Yardley,DET
George Yardley,FTW
George Yardley,SYR
George Yardley,TOT
George Zidek,CHH
George Zidek,DEN
George Zidek,SEA
George Zidek,TOT
Georges Niang,IND
Georges Niang,UTA
Georgi Glouchkov,PHO
Georgios Papagiannis,POR
Georgios Papagiannis,SAC
Georgios Papagiannis,TOT
Gerald Brown,PHO
Gerald Fitch,MIA
Gerald Glass,CHH
Gerald Glass,DET
Gerald Glass,MIN
Gerald Glass,NJN
Gerald Glass,TOT
Gerald Govan,MMP
Gerald Govan,NOB
Gerald Govan,UTS
Gerald Govan,VIR
Gerald Green,BOS
Gerald Green,DAL
Gerald Green,HOU
Gerald Green,IND
Gerald Green,MIA
Gerald Green,MIN
Gerald Green,NJN
Gerald Green,PHO
Gerald Green,TOT
Gerald Henderson,BOS
Gerald Henderson,CHA
Gerald Henderson,CHO
Gerald Henderson,DET
Gerald Henderson,HOU
Gerald Henderson,MIL
Gerald Henderson,NYK
Gerald Henderson,PHI
Gerald Henderson,POR
Gerald Henderson,SEA
Gerald Henderson,TOT
Gerald Madkins,CLE
Gerald Madkins,GSW
Gerald Paddio,CLE
Gerald Paddio,IND
Gerald Paddio,NYK
Gerald Paddio,SEA
Gerald Paddio,TOT
Gerald Paddio,WSB
Gerald Wallace,BOS
Gerald Wallace,BRK
Gerald Wallace,CHA
Gerald Wallace,NJN
Gerald Wallace,POR
Gerald Wallace,SAC
Gerald Wallace,TOT
Gerald Wilkins,CLE
Gerald Wilkins,NYK
Gerald Wilkins,ORL
Gerald Wilkins,VAN
Gerard King,SAS
Gerard King,WAS
Gerry Calabrese,SYR
Gerry Ward,BOS
Gerry Ward,CHI
Gerry Ward,PHI
Gerry Ward,STL
Gheorghe Muresan,NJN
Gheorghe Muresan,WSB
Gian Clavell,DAL
Giannis Antetokounmpo,MIL
Giff Roux,PRO
Giff Roux,STB
Giff Roux,TOT
Gigi Datome,BOS
Gigi Datome,DET
Gigi Datome,TOT
Gil McGregor,CIN
Gilbert Arenas,GSW
Gilbert Arenas,MEM
Gilbert Arenas,ORL
Gilbert Arenas,TOT
Gilbert Arenas,WAS
Gino Sovran,TRH
Glen Combs,DLC
Glen Combs,MMT
Glen Combs,TEX
Glen Combs,TOT
Glen Combs,UTS
Glen Combs,VIR
Glen Davis,BOS
Glen Davis,LAC
Glen Davis,ORL
Glen Davis,TOT
Glen Gondrezick,DEN
Glen Gondrezick,NYK
Glen Rice,CHH
Glen Rice,HOU
Glen Rice,LAC
Glen Rice,LAL
Glen Rice,MIA
Glen Rice,NYK
"Glen Rice, Jr.",WAS
Glen Selbo,SHE
Glenn Hagan,DET
Glenn Hansen,CHI
Glenn Hansen,KCK
Glenn Hansen,TOT
Glenn McDonald,BOS
Glenn McDonald,MIL
Glenn Mosley,PHI
Glenn Mosley,SAS
Glenn Robinson,ATL
Glenn Robinson,MIL
Glenn Robinson,PHI
Glenn Robinson,SAS
Glenn Robinson III,IND
Glenn Robinson III,MIN
Glenn Robinson III,PHI
Glenn Robinson III,TOT
Glynn Saulters,NOB
God Shammgod,WAS
Goo Kennedy,DLC
Goo Kennedy,HOU
Goo Kennedy,SAA
Goo Kennedy,SSL
Goo Kennedy,UTS
Goose Ligon,KEN
Goose Ligon,PTC
Goose Ligon,TOT
Goose Ligon,VIR
Goran Dragic,HOU
Goran Dragic,MIA
Goran Dragic,PHO
Goran Dragic,TOT
Gordan Giricek,MEM
Gordan Giricek,ORL
Gordan Giricek,PHI
Gordan Giricek,PHO
Gordan Giricek,TOT
Gordan Giricek,UTA
Gordon Hayward,BOS
Gordon Hayward,UTA
Gorgui Dieng,MIN
Gorham Getchell,PIT
Grady Lewis,BLB
Grady Lewis,DTF
Grady Lewis,STB
Grady Lewis,TOT
Grady O'Malley,ATL
Grant Gondrezick,LAC
Grant Gondrezick,PHO
Grant Hill,DET
Grant Hill,LAC
Grant Hill,ORL
Grant Hill,PHO
Grant Jerrett,OKC
Grant Jerrett,TOT
Grant Jerrett,UTA
Grant Long,ATL
Grant Long,BOS
Grant Long,DET
Grant Long,MEM
Grant Long,MIA
Grant Long,TOT
Grant Long,VAN
Grant Simmons,DNR
Granville Waiters,CHI
Granville Waiters,HOU
Granville Waiters,IND
Greg Anderson,ATL
Greg Anderson,DEN
Greg Anderson,DET
Greg Anderson,MIL
Greg Anderson,NJN
Greg Anderson,SAS
Greg Anderson,TOT
Greg Anthony,CHI
Greg Anthony,MIL
Greg Anthony,NYK
Greg Anthony,POR
Greg Anthony,SEA
Greg Anthony,TOT
Greg Anthony,VAN
Greg Ballard,GSW
Greg Ballard,SEA
Greg Ballard,WSB
Greg Buckner,DAL
Greg Buckner,DEN
Greg Buckner,MEM
Greg Buckner,MIN
Greg Buckner,PHI
Greg Bunch,NYK
Greg Butler,LAC
Greg Butler,NYK
Greg Deane,UTA
Greg Dreiling,CLE
Greg Dreiling,DAL
Greg Dreiling,IND
Greg Fillmore,NYK
Greg Foster,ATL
Greg Foster,CHI
Greg Foster,LAL
Greg Foster,MIL
Greg Foster,MIN
Greg Foster,SEA
Greg Foster,TOR
Greg Foster,TOT
Greg Foster,UTA
Greg Foster,WSB
Greg Graham,CLE
Greg Graham,NJN
Greg Graham,PHI
Greg Graham,SEA
Greg Graham,TOT
Greg Grant,CHH
Greg Grant,DEN
Greg Grant,NYK
Greg Grant,PHI
Greg Grant,PHO
Greg Grant,TOT
Greg Grant,WSB
Greg Griffin,PHO
Greg Howard,CLE
Greg Howard,PHO
Greg Hyder,CIN
Greg Jackson,NYK
Greg Jackson,PHO
Greg Jackson,TOT
Greg Kelser,DET
Greg Kelser,IND
Greg Kelser,SDC
Greg Kelser,SEA
Greg Kelser,TOT
Greg Kite,BOS
Greg Kite,CHH
Greg Kite,IND
Greg Kite,LAC
Greg Kite,NYK
Greg Kite,ORL
Greg Kite,SAC
Greg Kite,TOT
Greg Lee,POR
Greg Lee,SDA
Greg Minor,BOS
Greg Monroe,BOS
Greg Monroe,DET
Greg Monroe,MIL
Greg Monroe,PHO
Greg Monroe,TOT
Greg Oden,MIA
Greg Oden,POR
Greg Ostertag,SAC
Greg Ostertag,UTA
Greg Smith,DAL
Greg Smith,HOU
Greg Smith,MIL
Greg Smith,MIN
Greg Smith,POR
Greg Smith,TOT
Greg Stiemsma,BOS
Greg Stiemsma,MIN
Greg Stiemsma,NOP
Greg Stiemsma,TOR
Greg Stokes,PHI
Greg Stokes,SAC
Greg Sutton,CHH
Greg Sutton,PHI
Greg Sutton,SAS
Greg Sutton,TOT
Greg Wittman,DNR
Greg Wittman,FLO
Greg Wittman,TEX
Greg Wittman,TOT
Greivis Vasquez,BRK
Greivis Vasquez,MEM
Greivis Vasquez,MIL
Greivis Vasquez,NOH
Greivis Vasquez,SAC
Greivis Vasquez,TOR
Greivis Vasquez,TOT
Guerschon Yabusele,BOS
Guillermo Diaz,LAC
Gundars Vetra,MIN
Gus Bailey,HOU
Gus Bailey,NOJ
Gus Bailey,WSB
Gus Gerard,BUF
Gus Gerard,DEN
Gus Gerard,DET
Gus Gerard,DNA
Gus Gerard,KCK
Gus Gerard,SAS
Gus Gerard,SSL
Gus Gerard,TOT
Gus Johnson,BAL
Gus Johnson,INA
Gus Johnson,PHO
Gus Johnson,TOT
Gus Williams,ATL
Gus Williams,GSW
Gus Williams,SEA
Gus Williams,WSB
Gustavo Ayon,ATL
Gustavo Ayon,MIL
Gustavo Ayon,NOH
Gustavo Ayon,ORL
Gustavo Ayon,TOT
Guy Manning,HSM
Guy Morgan,IND
Guy Rodgers,CHI
Guy Rodgers,CIN
Guy Rodgers,MIL
Guy Rodgers,PHW
Guy Rodgers,SFW
Guy Rodgers,TOT
Guy Rucker,GSW
Guy Sparrow,NYK
Guy Sparrow,PHW
Guy Sparrow,TOT
Guy Williams,GSW
Guy Williams,WSB
Ha Seung-Jin,POR
Hakeem Olajuwon,HOU
Hakeem Olajuwon,TOR
Hakim Warrick,CHA
Hakim Warrick,CHI
Hakim Warrick,MEM
Hakim Warrick,MIL
Hakim Warrick,NOH
Hakim Warrick,PHO
Hakim Warrick,TOT
Hal Crisler,BOS
Hal Greer,PHI
Hal Greer,SYR
Hal Hale,HSM
Hal Jeter,WSA
Hal Lear,PHW
Hal Tidrick,BLB
Hal Tidrick,INJ
Hal Tidrick,TOT
Hal Uplinger,BLB
Hamady N'Diaye,SAC
Hamady N'Diaye,WAS
Hamed Haddadi,MEM
Hamed Haddadi,PHO
Hamed Haddadi,TOT
Hank Beenders,BOS
Hank Beenders,PHW
Hank Beenders,PRO
Hank Beenders,TOT
Hank Biasatti,TRH
Hank DeZonie,TRI
Hank Finkel,BOS
Hank Finkel,LAL
Hank Finkel,SDR
Hank Lefkowitz,CLR
Hank McDowell,GSW
Hank McDowell,HOU
Hank McDowell,MIL
Hank McDowell,POR
Hank McDowell,SDC
Hank McDowell,TOT
Hank Rosenstein,NYK
Hank Rosenstein,PRO
Hank Rosenstein,TOT
Hank Whitney,CAR
Hank Whitney,HSM
Hank Whitney,NJA
Hank Whitney,NYA
Hank Whitney,TOT
Hank Williams,UTS
Hanno Mottola,ATL
Happy Hairston,CIN
Happy Hairston,DET
Happy Hairston,LAL
Happy Hairston,TOT
Harold Brown,DTF
Harold Ellis,DEN
Harold Ellis,LAC
Harold Fox,BUF
Harold Jamison,LAC
Harold Jamison,MIA
Harold Johnson,DTF
Harold Keeling,DAL
Harold Kottman,BOS
Harold Miner,CLE
Harold Miner,MIA
Harold Pressley,SAC
Harrison Barnes,DAL
Harrison Barnes,GSW
Harry Barnes,SDR
Harry Boykoff,BOS
Harry Boykoff,TOT
Harry Boykoff,TRI
Harry Boykoff,WAT
Harry Davis,CLE
Harry Davis,SAS
Harry Dinnel,ANA
Harry Donovan,NYK
Harry Gallatin,DET
Harry Gallatin,NYK
Harry Laurie,PTC
Harry Miller,TRH
Harry Rogers,SSL
Harry Zeller,PIT
Harthorne Wingo,NYK
Harvey Catchings,LAC
Harvey Catchings,MIL
Harvey Catchings,NJN
Harvey Catchings,PHI
Harvey Catchings,TOT
Harvey Grant,PHI
Harvey Grant,POR
Harvey Grant,WAS
Harvey Grant,WSB
Harvey Marlatt,DET
Hasheem Thabeet,HOU
Hasheem Thabeet,MEM
Hasheem Thabeet,OKC
Hasheem Thabeet,POR
Hasheem Thabeet,TOT
Hassan Adams,NJN
Hassan Adams,TOR
Hassan Whiteside,MIA
Hassan Whiteside,SAC
Hawkeye Whitney,KCK
Haywoode Workman,ATL
Haywoode Workman,IND
Haywoode Workman,MIL
Haywoode Workman,TOR
Haywoode Workman,TOT
Haywoode Workman,WSB
Hedo Turkoglu,LAC
Hedo Turkoglu,ORL
Hedo Turkoglu,PHO
Hedo Turkoglu,SAC
Hedo Turkoglu,SAS
Hedo Turkoglu,TOR
Hedo Turkoglu,TOT
Henry Akin,KEN
Henry Akin,NYK
Henry Akin,SEA
Henry Bacon,SDA
Henry Bibby,NOJ
Henry Bibby,NYK
Henry Bibby,PHI
Henry Bibby,SDC
Henry Bibby,TOT
Henry Dickerson,ATL
Henry Dickerson,DET
Henry Ellenson,DET
Henry James,ATL
Henry James,CLE
Henry James,HOU
Henry James,LAC
Henry James,SAC
Henry James,TOT
Henry James,UTA
Henry Logan,OAK
Henry Logan,WSA
Henry Pearcy,DTF
Henry Sims,BRK
Henry Sims,CLE
Henry Sims,NOH
Henry Sims,PHI
Henry Sims,TOT
Henry Turner,SAC
Henry Walker,BOS
Henry Walker,MIA
Henry Walker,NYK
Henry Walker,TOT
Henry Ward,SAA
Henry Ward,SAS
Herb Krautblatt,BLB
Herb Scherer,NYK
Herb Scherer,TRI
Herb White,ATL
Herb Williams,DAL
Herb Williams,IND
Herb Williams,NYK
Herb Williams,TOR
Herb Williams,TOT
Herm Fuetsch,BLB
Herm Gilliam,ATL
Herm Gilliam,BUF
Herm Gilliam,CIN
Herm Gilliam,POR
Herm Gilliam,SEA
Herm Hedderick,NYK
Herm Klotz,BLB
Herm Schaefer,MNL
Herschel Baltimore,STB
Herschell Turner,ANA
Herschell Turner,PTP
Herschell Turner,TOT
Hersey Hawkins,CHH
Hersey Hawkins,CHI
Hersey Hawkins,PHI
Hersey Hawkins,SEA
Hilton Armstrong,ATL
Hilton Armstrong,GSW
Hilton Armstrong,HOU
Hilton Armstrong,NOH
Hilton Armstrong,NOK
Hilton Armstrong,SAC
Hilton Armstrong,TOT
Hilton Armstrong,WAS
Hiram Fuller,ATL
Hollis Copeland,NYK
Hollis Thompson,NOP
Hollis Thompson,PHI
Hollis Thompson,TOT
Hook Dillon,WSC
Hoot Gibson,BOS
Hoot Gibson,TOT
Hoot Gibson,WAT
Horace Grant,CHI
Horace Grant,LAL
Horace Grant,ORL
Horace Grant,SEA
Horace Jenkins,DET
Horace Walker,CHP
Horacio Llamas Grey,PHO
Hot Rod Hundley,LAL
Hot Rod Hundley,MNL
Hot Rod Williams,CLE
Hot Rod Williams,DAL
Hot Rod Williams,PHO
Howard Bayne,KEN
Howard Carter,DAL
Howard Carter,DEN
Howard Eisley,DAL
Howard Eisley,DEN
Howard Eisley,LAC
Howard Eisley,MIN
Howard Eisley,NYK
Howard Eisley,PHO
Howard Eisley,SAS
Howard Eisley,TOT
Howard Eisley,UTA
Howard Komives,BUF
Howard Komives,DET
Howard Komives,KCO
Howard Komives,NYK
Howard Komives,TOT
Howard Nathan,ATL
Howard Porter,CHI
Howard Porter,DET
Howard Porter,NJN
Howard Porter,NYK
Howard Porter,TOT
Howard Wood,UTA
Howard Wright,ATL
Howard Wright,DAL
Howard Wright,ORL
Howard Wright,TOT
Howie Carl,CHP
Howie Dallmar,PHW
Howie Janotta,BLB
Howie Jolliff,LAL
Howie McCarty,DTF
Howie Montgomery,SFW
Howie Rader,BLB
Howie Schultz,AND
Howie Schultz,FTW
